id,name,agency,solicitation_number,outcome,docket_url,filed_date,due_date,date_decided,case_type,gao_attorney
118,"Deloitte Consulting, LLP","Department of the Navy : Naval Supply Systems Command",N00189-15-R-Z087,Dismissed,http://gao.gov/docket/B-412435.1,"Nov 3, 2015","Feb 11, 2016","Nov 24, 2015","Bid Protest","Glenn G. Wolcott"
119,"HamHed LLC","Department of Veterans Affairs",RFQ1039538,Dismissed,http://gao.gov/docket/B-412438.1,"Nov 3, 2015","Feb 11, 2016","Nov 12, 2015","Bid Protest","Noah B. Bleicher"
120,"Main Sail, LLC","Department of the Navy : Space and Naval Warfare Systems Command",N00024-15-R-3260,Denied,http://gao.gov/docket/B-412138.2,"Nov 2, 2015","Feb 10, 2016","Dec 23, 2015","Bid Protest","Brent Burris"
121,"BGI-Fiore JV, LLC","Department of the Army",W9124Q-15-R-0011,Dismissed,http://gao.gov/docket/B-412020.8,"Nov 2, 2015","Feb 10, 2016","Dec 8, 2015","Bid Protest","Paula J. Haurilesko"
122,"BRSI, LP","Department of the Air Force",FA8052-14-R-0011,Withdrawn,http://gao.gov/docket/B-412431.1,"Nov 2, 2015","Feb 10, 2016","Dec 3, 2015","Bid Protest","Glenn G. Wolcott"
123,"Harper Contracting, Inc.","Department of the Army : Corps of Engineers",W912PL-15-B-0009,Dismissed,http://gao.gov/docket/B-412076.2,"Nov 2, 2015","Feb 10, 2016","Dec 1, 2015","Bid Protest","Gary R. Allen"
124,"Binary Information Technology","Export-Import Bank of the United States",EXIM-15-Q-0055,Dismissed,http://gao.gov/docket/B-412432.1,"Nov 2, 2015","Feb 10, 2016","Nov 25, 2015","Bid Protest","Brent Burris"
125,"Binary Information Technology","Export-Import Bank of the United States",EXIM-15-Q-0059,Dismissed,http://gao.gov/docket/B-412433.1,"Nov 2, 2015","Feb 10, 2016","Nov 24, 2015","Bid Protest","Katherine I. Riback"
126,"Latvian Connection, LLC","Broadcasting Board of Governors",BBG50-R-16-0001,Dismissed,http://gao.gov/docket/B-412425.1,"Nov 2, 2015","Feb 10, 2016","Nov 17, 2015","Bid Protest","Paula A. Williams"
127,"Metropolitan Life Insurance Company","United States Securities and Exchange Commission",SECHQ1-15-R-0001,Withdrawn,http://gao.gov/docket/B-412150.2,"Nov 2, 2015","Feb 10, 2016","Nov 13, 2015","Bid Protest","Charles W. Morrow"
128,"Autodyne Manufacturing Co., Inc.","Department of Defense : Defense Logistics Agency","",Dismissed,http://gao.gov/docket/B-412427.1,"Nov 2, 2015","Feb 10, 2016","Nov 9, 2015","Bid Protest","Heather Weiner"
129,"Dee Monbo","Department of Health and Human Services : Public Health Service : Indian Health Service",285-16-RFQ-0005,Dismissed,http://gao.gov/docket/B-412429.1,"Nov 2, 2015","Feb 10, 2016","Nov 6, 2015","Bid Protest","Young H. Cho"
130,"Curtis Preston Enterprises","Department of Defense : Defense Logistics Agency",SPE7M3-16-T-0281,Withdrawn,http://gao.gov/docket/B-412426.1,"Nov 2, 2015","Feb 10, 2016","Nov 5, 2015","Bid Protest","Paul N. Wengert"
131,"Alpha Transcription","Department of Defense : Office of the Under Secretary for Personnel and Readiness : Defense Health Agency",HT0014-15-T-0025,Dismissed,http://gao.gov/docket/B-412424.1,"Oct 30, 2015","Feb 8, 2016","Dec 11, 2015","Bid Protest","Susan K. McAuliffe"
132,"Latvian Connection, LLC","Department of Defense : Defense Logistics Agency",SP7000-16-Q-0006,Dismissed,http://gao.gov/docket/B-412423.1,"Oct 30, 2015","Feb 8, 2016","Dec 4, 2015","Bid Protest","Young S. Lee"
133,"FYI- For Your Information, Inc.","Government Publishing Office",RFQ987689,Dismissed,http://gao.gov/docket/B-412422.1,"Oct 30, 2015","Feb 8, 2016","Nov 27, 2015","Bid Protest","Stephanie B. Magnell"
134,"Marine Group Boat Works, LLC","Department of the Navy : Naval Sea Systems Command",N55236-15-R-0008,Withdrawn,http://gao.gov/docket/B-412421.1,"Oct 30, 2015","Feb 8, 2016","Nov 20, 2015","Bid Protest","Scott H. Riback"
135,"The Great Lakes Towing Company","Department of Transportation",DTSL5516Q0005,Dismissed,http://gao.gov/docket/B-412419.1,"Oct 30, 2015","Feb 8, 2016","Nov 18, 2015","Bid Protest","Matthew T. Crosby"
136,"PricewaterhouseCoopers Public Sector LLP","Department of Homeland Security : United States Immigration and Customs Enforcement",HSCECR-15-Q-00022,Dismissed,http://gao.gov/docket/B-412420.1,"Oct 30, 2015","Feb 8, 2016","Nov 18, 2015","Bid Protest","K. Nicole Willems"
137,"McConnell, Jones, Lanier & Murphy LLC","Department of Labor",DOL12QA20003,Withdrawn,http://gao.gov/docket/B-409681.5,"Oct 30, 2015","Feb 8, 2016","Nov 16, 2015","Bid Protest: Reconsideration","K. Nicole Willems"
138,"Delfasco, LLC","Department of the Army : U.S. Army Materiel Command",W52P1J-12-R-0147,Dismissed,http://gao.gov/docket/B-409514.5,"Oct 30, 2015","Feb 8, 2016","Nov 16, 2015","Bid Protest","Kenneth Kilgour"
139,"Encentric, Inc.","Department of State",SAQMMA15Q0209,Dismissed,http://gao.gov/docket/B-412368.2,"Oct 30, 2015","Feb 8, 2016","Nov 12, 2015","Bid Protest","K. Nicole Willems"
140,"Forrester Research, Inc.","Department of Veterans Affairs",VA701-15-Q-0202,Dismissed,http://gao.gov/docket/B-412418.1,"Oct 30, 2015","Feb 8, 2016","Nov 9, 2015","Bid Protest","Elizabeth Witwer"
141,"Trident Engineering & Procurement, Inc.","Department of Defense : Defense Logistics Agency",SP7000-15-R-0005,Dismissed,http://gao.gov/docket/B-412315.2,"Oct 29, 2015","Feb 8, 2016","Nov 9, 2015","Bid Protest","Pedro E. Briones"
142,"Medfinity LLC","Department of Veterans Affairs",VA24615Q1222,Dismissed,http://gao.gov/docket/B-412412.1,"Oct 28, 2015","Feb 5, 2016","Dec 10, 2015","Bid Protest","Brent Burris"
143,"Marine Terminals Corporation- East, Inc.","Department of the Air Force",HTC711-14-R-R003,Dismissed,http://gao.gov/docket/B-410698.8,"Oct 28, 2015","Feb 5, 2016","Dec 7, 2015","Bid Protest","Cherie J. Owen"
144,"CC Distributors, Inc.","Department of the Air Force",FA4613-14-R-0005,Dismissed,http://gao.gov/docket/B-412416.1,"Oct 28, 2015","Feb 5, 2016","Dec 1, 2015","Bid Protest","Peter D. Verchinski"
145,"Border Collie Rescue, Inc.","Department of the Navy : Naval Facilities Engineering Command",N40085-15-T-7749,Dismissed,http://gao.gov/docket/B-412413.1,"Oct 28, 2015","Feb 5, 2016","Dec 1, 2015","Bid Protest","Heather Weiner"
146,"Digital Management, Inc.","Department of the Army : U.S. Army Materiel Command",1005234,Dismissed,http://gao.gov/docket/B-412414.1,"Oct 28, 2015","Feb 5, 2016","Nov 18, 2015","Bid Protest","K. Nicole Willems"
147,"Encompass Group, LLC","Department of Veterans Affairs",VA119-16-Q-0001,Withdrawn,http://gao.gov/docket/B-412415.1,"Oct 28, 2015","Feb 5, 2016","Nov 10, 2015","Bid Protest","Laura Eyester"
148,"SCMC, LLC","Department of the Army",W911SF-13-R-0004,Dismissed,http://gao.gov/docket/B-412408.1,"Oct 27, 2015","Feb 4, 2016","Nov 18, 2015","Bid Protest","Charles W. Morrow"
149,"Merry Technology, Inc.","Department of Transportation : Federal Highway Administration",DTFH68-15-B-00012,Dismissed,http://gao.gov/docket/B-412409.1,"Oct 27, 2015","Feb 4, 2016","Oct 28, 2015","Bid Protest","Paul N. Wengert"
150,"Merry Technology, Inc.","Department of Transportation : Federal Highway Administration",DTFH68-15-B-00016;DTFH68-15-B-00012,Dismissed,http://gao.gov/docket/B-412410.1,"Oct 27, 2015","Feb 4, 2016","Oct 28, 2015","Bid Protest","Paul N. Wengert"
151,"Merry Technology, Inc.","Department of Transportation : Federal Highway Administration",DTFH68-15-B-00019;DTFH68-15-B-00012,Dismissed,http://gao.gov/docket/B-412411.1,"Oct 27, 2015","Feb 4, 2016","Oct 28, 2015","Bid Protest","Paul N. Wengert"
152,"Latvian Connection, LLC","Department of Defense : Defense Logistics Agency",SP451015R0004,Dismissed,http://gao.gov/docket/B-412364.2,"Oct 26, 2015","Feb 3, 2016","Dec 21, 2015","Bid Protest","Young H. Cho"
153,"AeroSage LLC","Department of Veterans Affairs","",Dismissed,http://gao.gov/docket/B-412372.2,"Oct 26, 2015","Feb 3, 2016","Dec 15, 2015","Bid Protest","Young H. Cho"
154,"Lockheed Martin Corporation","Department of the Army : U.S. Army Materiel Command",W56HZV-14-R-0039,Dismissed,http://gao.gov/docket/B-412056.3,"Oct 26, 2015","Feb 3, 2016","Dec 15, 2015","Bid Protest","Glenn G. Wolcott"
155,"ASTAMIR, LLC","Department of the Army",W9124Q-15-R-0011,Dismissed,http://gao.gov/docket/B-412020.7,"Oct 26, 2015","Feb 3, 2016","Dec 8, 2015","Bid Protest","Paula J. Haurilesko"
156,"Grant Thornton, LLC","Social Security Administration",SSA-RFQ-16-1002,Withdrawn,http://gao.gov/docket/B-412400.1,"Oct 26, 2015","Feb 3, 2016","Dec 1, 2015","Bid Protest","Elizabeth Witwer"
157,"GLF Consulting","Department of Transportation : National Highway Traffic Safety Administration",DTNH2215R00033,Dismissed,http://gao.gov/docket/B-412316.2,"Oct 26, 2015","Feb 3, 2016","Nov 30, 2015","Bid Protest","Susan K. McAuliffe"
158,"Heartland Technology Group, LLC","Department of Agriculture",AG-3144-S-15-0018.,Dismissed,http://gao.gov/docket/B-412402.1,"Oct 26, 2015","Feb 3, 2016","Nov 25, 2015","Bid Protest","Glenn G. Wolcott"
159,"ACR Electronics, Inc.","Department of the Air Force",WNUK-16-001,Dismissed,http://gao.gov/docket/B-412404.1,"Oct 26, 2015","Feb 3, 2016","Nov 16, 2015","Bid Protest","Pedro E. Briones"
160,"Acentia LLC","Department of Health and Human Services : Public Health Service : Centers for Disease Control and Prevention",2015-IM-0246,Dismissed,http://gao.gov/docket/B-412399.1,"Oct 26, 2015","Feb 3, 2016","Nov 10, 2015","Bid Protest","Kenneth Kilgour"
161,"URS Federal Services, Inc.","Department of the Navy : Naval Sea Systems Command",N00024-13-R-3328,Dismissed,http://gao.gov/docket/B-411282.2,"Oct 26, 2015","Feb 3, 2016","Nov 10, 2015","Bid Protest","Scott H. Riback"
162,"The Pirko Group, LLC","Department of Justice",DJJX-15-RFP-0936,Dismissed,http://gao.gov/docket/B-412401.1,"Oct 26, 2015","Feb 3, 2016","Nov 10, 2015","Bid Protest","Louis A. Chiarella"
163,"Zafer Taahut Insaat ve Ticaret AS","Department of the Navy : Naval Facilities Engineering Command",N33191-15-R-0822,Dismissed,http://gao.gov/docket/B-412406.1,"Oct 26, 2015","Feb 3, 2016","Nov 6, 2015","Bid Protest","Frank Maguire"
164,"A B Sciex, LLC","Environmental Protection Agency",RFQ-DC-15-00282,Dismissed,http://gao.gov/docket/B-412403.1,"Oct 26, 2015","Feb 3, 2016","Nov 2, 2015","Bid Protest","Evan D. Wesser"
165,"Intelsat General Corporation","Department of Defense : Defense Information Systems Agency",HC1013-14-R-0004,Sustained,http://gao.gov/docket/B-412097.2,"Oct 23, 2015","Feb 1, 2016","Dec 23, 2015","Bid Protest","Stephanie B. Magnell"
166,"Diversified Technology & Services of Virginia, Inc.","Department of Homeland Security : United States Citizenship and Immigration Services",HSSCCG-15-R-00020,Denied,http://gao.gov/docket/B-412090.3,"Oct 23, 2015","Feb 1, 2016","Dec 16, 2015","Bid Protest","Louis A. Chiarella"
167,"Custom Manufacturing & Engineering, Inc.","Department of the Army : U.S. Army Materiel Command",W15P7T-14-R-E001,Withdrawn,http://gao.gov/docket/B-409991.4,"Oct 23, 2015","Feb 1, 2016","Dec 7, 2015","Bid Protest","Katherine I. Riback"
168,"Torres Advanced Enterprise Solutions, LLC","Department of State",SAQMMA15R0348,Withdrawn,http://gao.gov/docket/B-412396.1,"Oct 23, 2015","Feb 1, 2016","Dec 2, 2015","Bid Protest","Paula J. Haurilesko"
169,"FitNet International Corporation","Department of the Air Force",FA8101-15-T-0034,Dismissed,http://gao.gov/docket/B-412391.1,"Oct 23, 2015","Feb 1, 2016","Nov 24, 2015","Bid Protest","Paula A. Williams"
170,"Spectrum Comm, Inc","Department of the Air Force",964304,Dismissed,http://gao.gov/docket/B-412395.1,"Oct 23, 2015","Feb 1, 2016","Nov 13, 2015","Bid Protest","Young H. Cho"
171,"Defense Support Services, LLC","Department of the Army : U.S. Army Materiel Command",W52P1J-15-R-0004,Dismissed,http://gao.gov/docket/B-412270.2,"Oct 23, 2015","Feb 1, 2016","Nov 9, 2015","Bid Protest","Heather Weiner"
172,"Aerostat Inc.","Department of Agriculture : Forest Service",RFQ955304,Dismissed,http://gao.gov/docket/B-412394.1,"Oct 23, 2015","Feb 1, 2016","Nov 5, 2015","Bid Protest","Stephanie B. Magnell"
173,"Receivia, Inc.","Department of Veterans Affairs",VA731-14-Q-0041,Dismissed,http://gao.gov/docket/B-410616.7,"Oct 23, 2015","Feb 1, 2016","Nov 3, 2015","Bid Protest","Robert T. Wu"
174,"Future Technologies Consulting Group, Inc.","Department of Defense : Defense Logistics Agency",SP4701-15-Q-3020,Denied,http://gao.gov/docket/B-412390.1,"Oct 22, 2015","Feb 1, 2016","Dec 15, 2015","Bid Protest","Kenneth Kilgour"
175,"DWG Management, LLC","Department of Housing and Urban Development",DU204SA-13-R-0005,Dismissed,http://gao.gov/docket/B-412336.12,"Oct 22, 2015","Feb 1, 2016","Nov 25, 2015","Bid Protest","Young S. Lee"
176,"Urban House, LLC","Government Publishing Office",547-581,Withdrawn,http://gao.gov/docket/B-412388.1,"Oct 22, 2015","Feb 1, 2016","Nov 16, 2015","Bid Protest","Stephanie B. Magnell"
177,"CACI Technologies, Inc.","General Services Administration : Information Technology Service","",Withdrawn,http://gao.gov/docket/B-412393.1,"Oct 22, 2015","Feb 1, 2016","Nov 9, 2015","Bid Protest","Evan D. Wesser"
178,"Surgical Neuromonitoring Associates, Inc.","Department of the Army",W81K00-15-T-0284,Dismissed,http://gao.gov/docket/B-412386.1,"Oct 22, 2015","Feb 1, 2016","Nov 3, 2015","Bid Protest","Paul N. Wengert"
179,"TWD & Associates, Inc.","Department of Defense : Defense Information Systems Agency",HC1047-15-R-4002,Dismissed,http://gao.gov/docket/B-412092.2,"Oct 22, 2015","Feb 1, 2016","Oct 28, 2015","Bid Protest","Heather Weiner"
180,"Xenophon Strategies, Inc.","Department of Health and Human Services : Public Health Service : Centers for Disease Control and Prevention",2015-01;2015-02,Dismissed,http://gao.gov/docket/B-412387.1,"Oct 22, 2015","Feb 1, 2016","Oct 27, 2015","Bid Protest","Christina Sklarew"
181,"AABLE Logistics, Inc.","Department of Homeland Security : United States Citizenship and Immigration Services",HSSCCG-16-Q-00030,Dismissed,http://gao.gov/docket/B-412389.1,"Oct 22, 2015","Feb 1, 2016","Oct 27, 2015","Bid Protest","Robert T. Wu"
182,"Raytheon Company","Department of the Army : U.S. Army Materiel Command",R2-3G-0839,Withdrawn,http://gao.gov/docket/B-412384.1,"Oct 21, 2015","Jan 29, 2016","Dec 18, 2015","Bid Protest","Evan D. Wesser"
183,"DKW Communications, Inc.","Department of Agriculture",AG-3198-S-13-0058,Withdrawn,http://gao.gov/docket/B-409051.8,"Oct 21, 2015","Jan 29, 2016","Dec 16, 2015","Bid Protest","Peter D. Verchinski"
184,"JAM Construction Services, Inc.","Department of Veterans Affairs",VA248-15-B-1196,Dismissed,http://gao.gov/docket/B-412130.2,"Oct 21, 2015","Jan 29, 2016","Dec 4, 2015","Bid Protest","Robert T. Wu"
185,"Sharp Business Consulting Services LLC","Department of the Air Force",H92240-15-Q-1035,Dismissed,http://gao.gov/docket/B-412367.2,"Oct 21, 2015","Jan 29, 2016","Dec 2, 2015","Bid Protest","Mary G. Curcio"
186,"Medfinity LLC","Department of the Army",W81K00-15-T-0250,Dismissed,http://gao.gov/docket/B-411956.2,"Oct 21, 2015","Jan 29, 2016","Nov 23, 2015","Bid Protest","Mary G. Curcio"
187,"Sun Management, Inc.","Department of Defense : Defense Contract Management Agency",S5121A-15-R-0019,Dismissed,http://gao.gov/docket/B-412206.2,"Oct 21, 2015","Jan 29, 2016","Nov 16, 2015","Bid Protest","Frank Maguire"
188,"Precision Asset Management Corporation","Department of Housing and Urban Development",DU204SA-13-R-0005,Withdrawn,http://gao.gov/docket/B-412336.10,"Oct 20, 2015","Jan 28, 2016","Dec 1, 2015","Bid Protest","Noah B. Bleicher"
189,"TISTA Science and Technology Corporation, Inc.","National Aeronautics and Space Administration",NNK15537243R,Dismissed,http://gao.gov/docket/B-412382.1,"Oct 20, 2015","Jan 28, 2016","Nov 18, 2015","Bid Protest","Charles W. Morrow"
190,"Development Alternatives, Inc.","United States Agency for International Development",SOL-OAA-15-000112,Dismissed,http://gao.gov/docket/B-412377.1,"Oct 20, 2015","Jan 28, 2016","Nov 13, 2015","Bid Protest","Frank Maguire"
191,"ACS Logistics, LLC","Department of the Navy : Naval Supply Systems Command",N40345-15-T-0201,Dismissed,http://gao.gov/docket/B-412374.1,"Oct 20, 2015","Jan 28, 2016","Nov 12, 2015","Bid Protest","Katherine I. Riback"
192,"WIPS Inc.","Department of Commerce : Patent and Trademark Office",DOC-52-PAPT-15-00022,Withdrawn,http://gao.gov/docket/B-412379.1,"Oct 20, 2015","Jan 28, 2016","Nov 9, 2015","Bid Protest","Kenneth Kilgour"
193,"Thermal Structures, Inc.","Department of Defense : Defense Logistics Agency",SPE7L4-15-T-7429,Dismissed,http://gao.gov/docket/B-412376.1,"Oct 20, 2015","Jan 28, 2016","Nov 3, 2015","Bid Protest","Paul N. Wengert"
194,"Deloitte Consulting, LLP","Department of the Navy : Space and Naval Warfare Systems Command",1300479681-03,Dismissed,http://gao.gov/docket/B-412373.1,"Oct 20, 2015","Jan 28, 2016","Oct 30, 2015","Bid Protest","Eric M. Ransom"
195,"Xenophon Strategies, Inc.","Department of Health and Human Services : Public Health Service : Centers for Disease Control and Prevention",2015-02,Dismissed,http://gao.gov/docket/B-412381.1,"Oct 20, 2015","Jan 28, 2016","Oct 27, 2015","Bid Protest","Christina Sklarew"
196,"EAC Inc.","Department of Health and Human Services : Administration for Children and Families",HHS-2015-ACF-OFA-FK-0993,Dismissed,http://gao.gov/docket/B-412378.1,"Oct 20, 2015","Jan 28, 2016","Oct 21, 2015","Bid Protest","Tania Calhoun"
197,"Prescient Inc.","Department of Housing and Urban Development",DU204SA-13-R-0005,Dismissed,http://gao.gov/docket/B-412336.9,"Oct 19, 2015","Jan 27, 2016","Dec 29, 2015","Bid Protest","Young S. Lee"
198,"Custom Yacht Works","Department of the Air Force",H92240-15-Q-1035,Dismissed,http://gao.gov/docket/B-412367.1,"Oct 19, 2015","Jan 27, 2016","Dec 23, 2015","Bid Protest","Mary G. Curcio"
199,"CORTEK, Inc.","Department of the Navy : Naval Supply Systems Command",N00189-15-R-Z016,Sustained,http://gao.gov/docket/B-412047.2,"Oct 19, 2015","Jan 27, 2016","Dec 17, 2015","Bid Protest","Scott H. Riback"
200,"Sodexo Federal Services, Inc.","Central Intelligence Agency",2014-13120500002,Denied,http://gao.gov/docket/B-412052.2,"Oct 19, 2015","Jan 27, 2016","Dec 16, 2015","Bid Protest","Charles W. Morrow"
201,"Professional Data Communications","Department of Veterans Affairs",VA528-15-Q-0249,Dismissed,http://gao.gov/docket/B-412371.1,"Oct 19, 2015","Jan 27, 2016","Dec 15, 2015","Bid Protest","Paula A. Williams"
202,"AeroSage LLC","Department of Veterans Affairs","",Dismissed,http://gao.gov/docket/B-412372.1,"Oct 19, 2015","Jan 27, 2016","Dec 15, 2015","Bid Protest","Young H. Cho"
203,"Telos Corporation","Department of the Army : U.S. Army Materiel Command",W52P1J-15-R-CASD,Denied,http://gao.gov/docket/B-412058.3,"Oct 19, 2015","Jan 27, 2016","Dec 14, 2015","Bid Protest","Mary G. Curcio"
204,"MRAP LLC","Department of Housing and Urban Development",DU204SA-13-R-0004,Withdrawn,http://gao.gov/docket/B-410672.12,"Oct 19, 2015","Jan 27, 2016","Dec 4, 2015","Bid Protest","Robert T. Wu"
205,"IFE Marketing","Department of Veterans Affairs",VA260-15-Q-1158,Dismissed,http://gao.gov/docket/B-412362.1,"Oct 19, 2015","Jan 27, 2016","Nov 30, 2015","Bid Protest","Paul N. Wengert"
206,"BAE Systems Information and Electronic Systems Integration, Inc.","Department of the Army : U.S. Army Materiel Command",W58RGZ-14-R-0001,Withdrawn,http://gao.gov/docket/B-412051.2,"Oct 19, 2015","Jan 27, 2016","Nov 25, 2015","Bid Protest","Cherie J. Owen"
207,"Leidos Inc.","Department of Defense : National Geospatial-Intelligence Agency",HM1572-14-R-0009,Withdrawn,http://gao.gov/docket/B-412370.1,"Oct 19, 2015","Jan 27, 2016","Nov 24, 2015","Bid Protest","Heather Weiner"
